iwebsiteid,ctype,clistingid
1,hot,00a1fa65-d914-1004-874c-d371c9ab96c0
1,hot,009a99ae-d914-1004-874c-d371c9ab96c0
1,hot,0468de81-d914-1004-874c-d371c9ab96c0
1,hot,0cb986d4-d914-1004-874c-d371c9ab96c0
1,hot,00ce9441-d914-1004-874c-d371c9ab96c0
1,hot,d5433b1a-d929-1004-835b-90389054983d
1,hot,00c1abd-d914-1004-874c-d371c9ab96c0
1,new,0cc194ee-d914-1004-874c-d371c9ab96c0
1,new,ca4432c0-d92f-1004-8e79-5d7e63ca983b
1,new,ca4432c0-d92f-1004-8e79-5d7e63ca983b
1,new,ca4432c0-d92f-1004-8e79-5d7e63ca983b
1,new,0cc194ee-d914-1004-874c-d371c9ab96c0
1,new,048c0c5c-d914-1004-874c-d371c9ab96c0
1,new,0cc194ee-d914-1004-874c-d371c9ab96c0
1,new,048c0c5c-d914-1004-874c-d371c9ab96c0
1,new,048c0c5c-d914-1004-874c-d371c9ab96c0
1,new,d4d53962-d929-1004-835b-90389054983d
1,new,d4c5f20e-d929-1004-835b-90389054983d
1,new,d4d53962-d929-1004-835b-90389054983d
1,new,d4c5f20e-d929-1004-835b-90389054983d
1,new,d4d53962-d929-1004-835b-90389054983d
1,new,00ce9441-d914-1004-874c-d371c9ab96c0
1,new,00ce9441-d914-1004-874c-d371c9ab96c0
1,new,00ce9441-d914-1004-874c-d371c9ab96c0
1,new,00654ea8-d914-1004-874c-d371c9ab96c0
1,new,00654ea8-d914-1004-874c-d371c9ab96c0
1,new,00654ea8-d914-1004-874c-d371c9ab96c0
1,new,00703478-d914-1004-874c-d371c9ab96c0
1,new,00703478-d914-1004-874c-d371c9ab96c0
1,new,00703478-d914-1004-874c-d371c9ab96c0
1,new,0470d07c-d914-1004-874c-d371c9ab96c0
1,new,0470d07c-d914-1004-874c-d371c9ab96c0
1,new,0470d07c-d914-1004-874c-d371c9ab96c0
1,new,046d4c7b-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,046d4c7b-d914-1004-874c-d371c9ab96c0
1,new,046d4c7b-d914-1004-874c-d371c9ab96c0
1,new,046d4c7b-d914-1004-874c-d371c9ab96c0
1,new,009dbcda-d914-1004-874c-d371c9ab96c0
1,new,009dbcda-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,009dbcda-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,0cb986d4-d914-1004-874c-d371c9ab96c0
1,new,0cb986d4-d914-1004-874c-d371c9ab96c0
1,new,0cb986d4-d914-1004-874c-d371c9ab96c0
1,new,00c1abd-d914-1004-874c-d371c9ab96c0
1,new,00c1abd-d914-1004-874c-d371c9ab96c0
1,new,00c1abd-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,00bb8d3a-d914-1004-874c-d371c9ab96c0
1,new,00bb8d3a-d914-1004-874c-d371c9ab96c0
1,new,00bb8d3a-d914-1004-874c-d371c9ab96c0
1,new,d5433b1a-d929-1004-835b-90389054983d
1,new,d5433b1a-d929-1004-835b-90389054983d
1,new,d5433b1a-d929-1004-835b-90389054983d
1,new,c82f08e8-d92f-1004-8e79-5d7e63ca983b
1,new,c82f08e8-d92f-1004-8e79-5d7e63ca983b
1,new,c82f08e8-d92f-1004-8e79-5d7e63ca983b
1,new,ca49d9a1-d92f-1004-8e79-5d7e63ca983b
1,new,ca3783e1-d92f-1004-8e79-5d7e63ca983b
1,new,ca49d9a1-d92f-1004-8e79-5d7e63ca983b
1,new,ca3783e1-d92f-1004-8e79-5d7e63ca983b
1,new,ca49d9a1-d92f-1004-8e79-5d7e63ca983b
1,new,ca3783e1-d92f-1004-8e79-5d7e63ca983b
1,new,00a1fa65-d914-1004-874c-d371c9ab96c0
1,new,00a1fa65-d914-1004-874c-d371c9ab96c0
1,new,00a1fa65-d914-1004-874c-d371c9ab96c0
1,new,006497db-d914-1004-874c-d371c9ab96c0
1,new,006497db-d914-1004-874c-d371c9ab96c0
1,new,006497db-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,0d16fc35-d914-1004-874c-d371c9ab96c0
1,hot,c82f08e8-d92f-1004-8e79-5d7e63ca983b
1,hot,00b03fd9-d914-1004-874c-d371c9ab96c0
1,hot,9c9d5ecc-d953-1004-8d69-5a85bd8eaccc
1,hot,0468de81-d914-1004-874c-d371c9ab96c0
1,hot,00a1fa65-d914-1004-874c-d371c9ab96c0
1,hot,0cb986d4-d914-1004-874c-d371c9ab96c0
1,hot,009a99ae-d914-1004-874c-d371c9ab96c0
1,hot,d5433b1a-d929-1004-835b-90389054983d
1,hot,00ce9441-d914-1004-874c-d371c9ab96c0
1,hot,00c1abd-d914-1004-874c-d371c9ab96c0
1,hot,0073dd3d-d914-1004-874c-d371c9ab96c0
1,hot,986d600e-d941-1004-8d00-f7eee594cf91
1,hot,006497db-d914-1004-874c-d371c9ab96c0
1,hot,0470d07c-d914-1004-874c-d371c9ab96c0
1,featured,048c0c5c-d914-1004-874c-d371c9ab96c0
1,hot,00703484-d914-1004-874c-d371c9ab96c0
1,featured,008eb902-d914-1004-874c-d371c9ab96c0
1,hot,00654ea8-d914-1004-874c-d371c9ab96c0
1,hot,00b67b27-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,00bb8d3a-d914-1004-874c-d371c9ab96c0
1,featured,046d4c7b-d914-1004-874c-d371c9ab96c0
1,featured,006d904f-d914-1004-874c-d371c9ab96c0
1,featured,04716cb9-d914-1004-874c-d371c9ab96c0
1,featured,009efd0f-d914-1004-874c-d371c9ab96c0
1,featured,00c8bc25-d914-1004-874c-d371c9ab96c0
1,featured,00657560-d914-1004-874c-d371c9ab96c0
1,featured,0cc194ee-d914-1004-874c-d371c9ab96c0
1,featured,0084d8f5-d914-1004-874c-d371c9ab96c0
1,featured,009dbcda-d914-1004-874c-d371c9ab96c0
1,featured,0083374f-d914-1004-874c-d371c9ab96c0
1,featured,0488d678-d914-1004-874c-d371c9ab96c0
1,featured,0095cb9a-d914-1004-874c-d371c9ab96c0
1,featured,00cc993f-d914-1004-874c-d371c9ab96c0
1,featured,006b6cac-d914-1004-874c-d371c9ab96c0
1,featured,00c5ddc4-d914-1004-874c-d371c9ab96c0
1,featured,04616157-d914-1004-874c-d371c9ab96c0
1,new,0d16fc35-d914-1004-874c-d371c9ab96c0
1,featured,0486b340-d914-1004-874c-d371c9ab96c0
1,featured,0d143be9-d914-1004-874c-d371c9ab96c0
1,new,0d16fc35-d914-1004-874c-d371c9ab96c0
1,new,00657560-d914-1004-874c-d371c9ab96c0
1,new,00657560-d914-1004-874c-d371c9ab96c0
1,new,00657560-d914-1004-874c-d371c9ab96c0
1,new,00657560-d914-1004-874c-d371c9ab96c0
1,new,006b6cac-d914-1004-874c-d371c9ab96c0
1,new,006d904f-d914-1004-874c-d371c9ab96c0
1,new,006b6cac-d914-1004-874c-d371c9ab96c0
1,new,006b6cac-d914-1004-874c-d371c9ab96c0
1,new,0073dd3d-d914-1004-874c-d371c9ab96c0
1,new,0073dd3d-d914-1004-874c-d371c9ab96c0
1,new,006d904f-d914-1004-874c-d371c9ab96c0
1,new,0073dd3d-d914-1004-874c-d371c9ab96c0
1,new,006d904f-d914-1004-874c-d371c9ab96c0
1,new,006b6cac-d914-1004-874c-d371c9ab96c0
1,new,006d904f-d914-1004-874c-d371c9ab96c0
1,new,04616157-d914-1004-874c-d371c9ab96c0
1,new,04616157-d914-1004-874c-d371c9ab96c0
1,new,04716cb9-d914-1004-874c-d371c9ab96c0
1,new,04616157-d914-1004-874c-d371c9ab96c0
1,new,04716cb9-d914-1004-874c-d371c9ab96c0
1,new,04616157-d914-1004-874c-d371c9ab96c0
1,new,04716cb9-d914-1004-874c-d371c9ab96c0
1,new,04716cb9-d914-1004-874c-d371c9ab96c0
1,new,008795a7-d914-1004-874c-d371c9ab96c0
1,new,008795a7-d914-1004-874c-d371c9ab96c0
1,new,0d16fc35-d914-1004-874c-d371c9ab96c0
1,new,008795a7-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,009a99ae-d914-1004-874c-d371c9ab96c0
1,new,009a99ae-d914-1004-874c-d371c9ab96c0
1,new,009a99ae-d914-1004-874c-d371c9ab96c0
1,new,00b67b27-d914-1004-874c-d371c9ab96c0
1,new,00b67b27-d914-1004-874c-d371c9ab96c0
1,new,00b67b27-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,new,f7a3b01-d94d-1004-8ce2-70e36be5c01e
1,new,f79609ed-d94d-1004-8ce2-70e36be5c01e
1,hot,9c9d5ecc-d953-1004-8d69-5a85bd8eaccc
1,hot,00703478-d914-1004-874c-d371c9ab96c0
1,hot,986d600e-d941-1004-8d00-f7eee594cf91
1,hot,00654ea8-d914-1004-874c-d371c9ab96c0
1,hot,c82f08e8-d92f-1004-8e79-5d7e63ca983b
1,hot,00bb8d3a-d914-1004-874c-d371c9ab96c0
1,hot,0d16fc35-d914-1004-874c-d371c9ab96c0
1,hot,00b46857-d914-1004-874c-d371c9ab96c0
1,hot,0073dd3d-d914-1004-874c-d371c9ab96c0
1,hot,00b03fd9-d914-1004-874c-d371c9ab96c0
1,hot,00703484-d914-1004-874c-d371c9ab96c0
1,hot,00b67b27-d914-1004-874c-d371c9ab96c0
1,hot,0470d07c-d914-1004-874c-d371c9ab96c0
1,hot,006497db-d914-1004-874c-d371c9ab96c0
1,hot,00703478-d914-1004-874c-d371c9ab96c0
1,new,93ccd6e8-d984-1004-8136-a12200f6b65b
1,new,9826c8d4-d984-1004-8136-a12200f6b65b
1,special,9826c8d4-d984-1004-8136-a12200f6b65b
1,special,98fa37c8-d984-1004-8136-a12200f6b65b
1,freeShipping,98fa37c8-d984-1004-8136-a12200f6b65b
1,new,9bff89b4-d984-1004-8136-a12200f6b65b
1,special,9bff89b4-d984-1004-8136-a12200f6b65b
1,freeShipping,9bff89b4-d984-1004-8136-a12200f6b65b
1,special,93ccd6e8-d984-1004-8136-a12200f6b65b
1,new,98fa37c8-d984-1004-8136-a12200f6b65b
1,special,9c66d31c-d984-1004-8136-a12200f6b65b
1,new,9c66d31c-d984-1004-8136-a12200f6b65b
1,freeShipping,9c66d31c-d984-1004-8136-a12200f6b65b
1,new,44e082bc-d986-1004-8e0c-b321d9e0c5c1
1,new,47bcfdf8-d986-1004-8e0c-b321d9e0c5c1
1,new,48133d44-d986-1004-8e0c-b321d9e0c5c1
1,special,48133d44-d986-1004-8e0c-b321d9e0c5c1
1,new,484908c0-d986-1004-8e0c-b321d9e0c5c1
1,special,484908c0-d986-1004-8e0c-b321d9e0c5c1
1,new,4865c30c-d986-1004-8e0c-b321d9e0c5c1
1,new,48a459b4-d986-1004-8e0c-b321d9e0c5c1
1,new,48c53378-d986-1004-8e0c-b321d9e0c5c1
1,new,48dd096c-d986-1004-8e0c-b321d9e0c5c1
1,special,48dd096c-d986-1004-8e0c-b321d9e0c5c1
1,new,48f46a94-d986-1004-8e0c-b321d9e0c5c1
1,special,48f46a94-d986-1004-8e0c-b321d9e0c5c1
1,new,4910f1b4-d986-1004-8e0c-b321d9e0c5c1
1,special,4910f1b4-d986-1004-8e0c-b321d9e0c5c1
1,new,492a7620-d986-1004-8e0c-b321d9e0c5c1
1,special,492a7620-d986-1004-8e0c-b321d9e0c5c1
1,new,4946929c-d986-1004-8e0c-b321d9e0c5c1
1,special,4946929c-d986-1004-8e0c-b321d9e0c5c1
1,new,4bd488ac-d986-1004-8e0c-b321d9e0c5c1
1,new,4df6cf8c-d986-1004-8e0c-b321d9e0c5c1
1,new,4f6d6934-d986-1004-8e0c-b321d9e0c5c1
1,special,44e082bc-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,47bcfdf8-d986-1004-8e0c-b321d9e0c5c1
1,special,4865c30c-d986-1004-8e0c-b321d9e0c5c1
1,new,48847cac-d986-1004-8e0c-b321d9e0c5c1
1,special,48847cac-d986-1004-8e0c-b321d9e0c5c1
1,special,48c53378-d986-1004-8e0c-b321d9e0c5c1
1,new,4b5a1374-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4b5a1374-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4bd488ac-d986-1004-8e0c-b321d9e0c5c1
1,new,4c643e84-d986-1004-8e0c-b321d9e0c5c1
1,new,4db25c1c-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,55866ac8-d986-1004-8e0c-b321d9e0c5c1
1,new,5d348700-d986-1004-8e0c-b321d9e0c5c1
1,special,5d5abc40-d986-1004-8e0c-b321d9e0c5c1
1,special,48a459b4-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4c643e84-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4db25c1c-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4df6cf8c-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,4f6d6934-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,00703478-d914-1004-874c-d371c9ab96c0
1,new,55866ac8-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,5d83d620-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,5dd0c318-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,5e72b808-d986-1004-8e0c-b321d9e0c5c1
1,special,5ed50f08-d986-1004-8e0c-b321d9e0c5c1
1,special,5f3ad2fc-d986-1004-8e0c-b321d9e0c5c1
1,freeShipping,5f3ad2fc-d986-1004-8e0c-b321d9e0c5c1
1,new,286d2f7c-d954-1004-885c-c392a656c1cb
1,freeShipping,286d2f7c-d954-1004-885c-c392a656c1cb
1,featured,009dbcda-d914-1004-874c-d371c9ab96c0
1,featured,0d143be9-d914-1004-874c-d371c9ab96c0
1,featured,0486b340-d914-1004-874c-d371c9ab96c0
1,featured,048c0c5c-d914-1004-874c-d371c9ab96c0
1,featured,0095cb9a-d914-1004-874c-d371c9ab96c0
1,clearstocks,d5c91e19-d929-1004-835b-90389054983d
